name,roof_area_m2,potential_kwh_yr,geometry_wkt
,523.6946080125546,92170.25101020961,"POLYGON ((11.408861 47.232085, 11.408701 47.232135, 11.408801 47.232283, 11.408921 47.232246, 11.408961 47.232233, 11.40894 47.232202, 11.408861 47.232085))"
,368.12894487352304,64790.69429774006,"POLYGON ((11.408884 47.233274, 11.409037 47.233247, 11.409038 47.233233, 11.409028 47.233192, 11.409003 47.233126, 11.408882 47.233147, 11.408895 47.233182, 11.408831 47.233193, 11.40885 47.233243, 11.408871 47.233239, 11.408884 47.233274))"
,277.59611792346976,48856.916754530685,"POLYGON ((11.409263 47.23196, 11.409255 47.231963, 11.40933 47.232059, 11.409363 47.232047, 11.409424 47.232025, 11.409463 47.232011, 11.409394 47.231922, 11.409269 47.231968, 11.409263 47.23196))"
,355.0482737258325,62488.49617574652,"POLYGON ((11.410538 47.231886, 11.410407 47.231773, 11.41035 47.231803, 11.410314 47.231845, 11.410356 47.231881, 11.410428 47.231944, 11.410538 47.231886))"
,116.09093779768502,20432.005052392564,"POLYGON ((11.408921 47.232246, 11.40895 47.232289, 11.408995 47.232266, 11.409039 47.232252, 11.408993 47.232185, 11.40894 47.232202, 11.408961 47.232233, 11.408921 47.232246))"
,251.4501565691814,44255.22755617593,"POLYGON ((11.409083 47.232772, 11.408958 47.232802, 11.409009 47.2329, 11.409134 47.232869, 11.409111 47.232824, 11.409083 47.232772))"
,71.12722137705595,12518.390962361847,"POLYGON ((11.409363 47.232047, 11.409402 47.232097, 11.409463 47.232075, 11.409424 47.232025, 11.409363 47.232047))"
,344.61321212114467,60651.92533332146,"POLYGON ((11.40967 47.232231, 11.409833 47.232197, 11.409819 47.232167, 11.409887 47.232152, 11.409863 47.232102, 11.409795 47.232114, 11.409631 47.232146, 11.40967 47.232231))"
,1418.0171214745128,249571.01337951428,"POLYGON ((11.409502 47.232986, 11.409717 47.232913, 11.409766 47.23298, 11.409978 47.232908, 11.409932 47.232846, 11.409808 47.232888, 11.40978 47.23285, 11.409761 47.232857, 11.409727 47.23281, 11.409868 47.232762, 11.409794 47.232662, 11.409581 47.232734, 11.409642 47.232816, 11.40943 47.232888, 11.409502 47.232986))"
,888.7578084333513,156421.37428426984,"POLYGON ((11.408642 47.23108, 11.408523 47.23094, 11.408265 47.231041, 11.408385 47.231181, 11.40846 47.231154, 11.408581 47.231107, 11.408642 47.23108))"
,90.97845946729137,16012.208866243283,"POLYGON ((11.410573 47.23154, 11.410592 47.231565, 11.410636 47.23161, 11.41066 47.231629, 11.410684 47.231595, 11.410613 47.231521, 11.410573 47.23154))"
,399.9590046001716,70392.78480963022,"POLYGON ((11.408699 47.231876, 11.408637 47.231771, 11.408457 47.23182, 11.40852 47.231925, 11.408699 47.231876))"
,307.0467727849269,54040.23201014714,"POLYGON ((11.408877 47.230997, 11.408813 47.23095, 11.408645 47.231056, 11.408719 47.23111, 11.408784 47.231073, 11.408852 47.231031, 11.408838 47.231021, 11.408877 47.230997))"
,147.60464703576832,25978.417878295226,"POLYGON ((11.408883 47.231358, 11.408874 47.231361, 11.408927 47.231452, 11.409004 47.231431, 11.408951 47.23134, 11.408883 47.231358))"
,130.7172949862826,23006.24391758574,"POLYGON ((11.408859 47.231448, 11.408809 47.231369, 11.408732 47.231391, 11.408782 47.23147, 11.408859 47.231448))"
,2016.3622205400413,354879.7508150473,"POLYGON ((11.41071 47.231125, 11.410693 47.231111, 11.410617 47.231152, 11.410622 47.231156, 11.4106 47.23117, 11.410634 47.231195, 11.410526 47.231263, 11.410545 47.231277, 11.410604 47.23132, 11.410651 47.231389, 11.410726 47.231501, 11.410901 47.231447, 11.411051 47.2314, 11.410983 47.231269, 11.410895 47.231296, 11.41079 47.231139, 11.410868 47.231096, 11.410828 47.231062, 11.41071 47.231125))"
,157.21179286908966,27669.275544959786,"POLYGON ((11.408719 47.23111, 11.408652 47.231142, 11.408676 47.231169, 11.408691 47.231186, 11.408832 47.231114, 11.408784 47.231073, 11.408719 47.23111))"
,304.9936286166024,53678.87863652202,"POLYGON ((11.408281 47.232002, 11.408253 47.231966, 11.408216 47.231919, 11.408058 47.231975, 11.408094 47.232021, 11.408123 47.232058, 11.408281 47.232002))"
Sporthotel Igls,1308.3305720832477,230266.1806866516,"POLYGON ((11.410839 47.231055, 11.410583 47.230836, 11.410378 47.230947, 11.410617 47.231152, 11.410693 47.231111, 11.41071 47.231125, 11.410828 47.231062, 11.410839 47.231055))"
,636.5828210190191,112038.57649934737,"POLYGON ((11.408418 47.23161, 11.408339 47.231483, 11.408106 47.23155, 11.408186 47.231677, 11.408418 47.23161))"
,60.01587274227421,10562.793602640262,"POLYGON ((11.408281 47.232002, 11.408298 47.232024, 11.408342 47.232008, 11.408298 47.23195, 11.408253 47.231966, 11.408281 47.232002))"
,519.9568624399134,91512.40778942476,"POLYGON ((11.41034 47.231419, 11.410374 47.231453, 11.410361 47.231459, 11.410416 47.231514, 11.410432 47.231506, 11.410501 47.231574, 11.410573 47.23154, 11.410613 47.231521, 11.410566 47.231475, 11.410577 47.23147, 11.410545 47.231442, 11.41046 47.231362, 11.41034 47.231419))"
,853.7942623331502,150267.79017063446,"POLYGON ((11.409179 47.231277, 11.40895 47.231338, 11.408951 47.23134, 11.409004 47.231431, 11.409052 47.231515, 11.409064 47.231512, 11.409166 47.231485, 11.409281 47.231454, 11.409184 47.231286, 11.409179 47.231277))"
,527.5781512234032,92853.75461531896,"POLYGON ((11.408183 47.231297, 11.40808 47.231155, 11.407971 47.231192, 11.408021 47.23126, 11.407919 47.231294, 11.407972 47.231367, 11.408069 47.231339, 11.408138 47.231315, 11.408183 47.231297))"
,668.8240567511918,117713.03398820978,"POLYGON ((11.410378 47.230947, 11.410338 47.230971, 11.410349 47.23098, 11.410326 47.230994, 11.41055 47.231162, 11.410409 47.231266, 11.410415 47.23131, 11.41044 47.231327, 11.410491 47.231332, 11.410549 47.231297, 11.410532 47.231285, 11.410545 47.231277, 11.410526 47.231263, 11.410634 47.231195, 11.4106 47.23117, 11.410622 47.231156, 11.410617 47.231152, 11.410378 47.230947))"
,148.92121196966224,26210.13330666056,"POLYGON ((11.408832 47.231114, 11.408936 47.231054, 11.408877 47.230997, 11.408838 47.231021, 11.408852 47.231031, 11.408784 47.231073, 11.408832 47.231114))"
,94.1066014671529,16562.761858218913,"POLYGON ((11.408322 47.23117, 11.408283 47.231123, 11.4082 47.231155, 11.408239 47.231202, 11.408322 47.23117))"
,52.33611453135774,9211.156157518963,"POLYGON ((11.408058 47.231975, 11.40801 47.231993, 11.408045 47.232039, 11.408094 47.232021, 11.408058 47.231975))"
,1149.8832520422284,202379.45235943224,"POLYGON ((11.409451 47.230905, 11.409379 47.230987, 11.409326 47.231077, 11.409615 47.231194, 11.40973 47.23108, 11.409658 47.231047, 11.40969 47.231015, 11.409451 47.230905))"
,67.7982377696982,11932.489847466884,"POLYGON ((11.408357 47.231255, 11.408291 47.231275, 11.408322 47.231322, 11.408388 47.231302, 11.408357 47.231255))"
,1151.2064879322468,202612.34187607543,"POLYGON ((11.409123 47.231124, 11.408989 47.231152, 11.408984 47.231141, 11.408775 47.231185, 11.408842 47.231334, 11.408866 47.231329, 11.408883 47.231358, 11.408951 47.23134, 11.40895 47.231338, 11.409179 47.231277, 11.409184 47.231286, 11.409212 47.231279, 11.409123 47.231124))"
,73.42734898641989,12923.2134216099,"POLYGON ((11.408933 47.231672, 11.408926 47.231662, 11.408841 47.23169, 11.408869 47.231728, 11.408954 47.2317, 11.408933 47.231672))"
,156.61942255471965,27565.018369630663,"POLYGON ((11.408652 47.231142, 11.408626 47.231113, 11.408513 47.23116, 11.408562 47.231215, 11.408676 47.231169, 11.408652 47.231142))"
,143.01391542979667,25170.449115644216,"POLYGON ((11.409176 47.231744, 11.409272 47.231713, 11.409226 47.231647, 11.40913 47.231677, 11.409176 47.231744))"
,237.43386684379152,41788.36056450731,"POLYGON ((11.409618 47.231304, 11.409774 47.231336, 11.409808 47.231259, 11.409652 47.231228, 11.409618 47.231304))"
,482.5928541748111,84936.34233476677,"POLYGON ((11.410008 47.231099, 11.409976 47.231088, 11.409999 47.23106, 11.40993 47.231033, 11.409908 47.231059, 11.409862 47.231041, 11.409849 47.231057, 11.40984 47.231053, 11.40977 47.231136, 11.409786 47.231142, 11.409774 47.231156, 11.409924 47.231214, 11.409975 47.23116, 11.410008 47.231099))"
,351.96041579416305,61945.033179772705,"POLYGON ((11.409505 47.231641, 11.409412 47.231458, 11.409318 47.23148, 11.409411 47.231663, 11.409505 47.231641))"
,493.1199684700157,86789.11445072277,"POLYGON ((11.410468 47.231345, 11.41059 47.231464, 11.410577 47.23147, 11.410566 47.231475, 11.410613 47.231521, 11.410684 47.231595, 11.410634 47.231541, 11.410678 47.231521, 11.410726 47.231501, 11.410651 47.231389, 11.410636 47.231394, 11.410591 47.231328, 11.410604 47.23132, 11.410545 47.231277, 11.410532 47.231285, 11.410549 47.231297, 11.410491 47.231332, 11.410468 47.231345))"
,42.17964995556412,7423.618392179287,"POLYGON ((11.409064 47.231512, 11.409075 47.231532, 11.409177 47.231505, 11.409166 47.231485, 11.409064 47.231512))"
,80.77918337494393,14217.136273990132,"POLYGON ((11.408722 47.231835, 11.408761 47.231824, 11.408702 47.231726, 11.408663 47.231737, 11.408722 47.231835))"
,336.8764305498408,59290.251776771984,"POLYGON ((11.408933 47.231672, 11.408984 47.231654, 11.4089 47.231539, 11.408764 47.231585, 11.408841 47.23169, 11.408926 47.231662, 11.408933 47.231672))"
,184.64607993557357,32497.710068660952,"POLYGON ((11.338373 47.253784, 11.338405 47.253882, 11.338513 47.253871, 11.338496 47.253824, 11.338478 47.253826, 11.338463 47.253771, 11.338373 47.253784))"
,266.2818803258661,46865.61093735244,"POLYGON ((11.340496 47.256466, 11.340585 47.256477, 11.340577 47.256504, 11.340679 47.256517, 11.340661 47.256578, 11.34059 47.256569, 11.340587 47.256579, 11.340513 47.25657, 11.34052 47.256542, 11.340476 47.256537, 11.340496 47.256466))"
,187.83821811515435,33059.52638826717,"POLYGON ((11.339401 47.253537, 11.339427 47.253617, 11.33955 47.253598, 11.339524 47.253518, 11.339401 47.253537))"
,470.30489593573543,82773.66168468945,"POLYGON ((11.407335 47.231502, 11.407276 47.231423, 11.407262 47.231403, 11.407174 47.231433, 11.407053 47.231475, 11.407126 47.231573, 11.407335 47.231502))"
,709.8513868710285,124933.84408930101,"POLYGON ((11.407471 47.231882, 11.407575 47.231851, 11.407688 47.231817, 11.407681 47.231806, 11.407713 47.231797, 11.407721 47.231808, 11.407825 47.231778, 11.407769 47.231684, 11.407406 47.231791, 11.407471 47.231882))"
,458.27105524796895,80655.70572364255,"POLYGON ((11.406815 47.23159, 11.406908 47.231557, 11.406891 47.231534, 11.406907 47.231528, 11.406829 47.231427, 11.406778 47.231442, 11.406706 47.231468, 11.406655 47.231489, 11.406727 47.231583, 11.406766 47.231573, 11.406796 47.231565, 11.406815 47.23159))"
,96.21698651438258,16934.189626531337,"POLYGON ((11.406741 47.231634, 11.406712 47.231597, 11.406601 47.231638, 11.406631 47.231675, 11.406741 47.231634))"
,1712.7607481342225,301445.89167162316,"POLYGON ((11.406776 47.232201, 11.406815 47.232187, 11.40688 47.232143, 11.40705 47.232064, 11.407029 47.232039, 11.406911 47.231897, 11.406807 47.231937, 11.406821 47.231954, 11.406787 47.231967, 11.406773 47.23195, 11.406663 47.231992, 11.406676 47.232007, 11.406641 47.232021, 11.406626 47.232004, 11.406518 47.232046, 11.40656 47.232105, 11.406668 47.232242, 11.406776 47.232201))"
,588.8439964381082,103636.54337310707,"POLYGON ((11.407029 47.232039, 11.407202 47.231972, 11.407084 47.231831, 11.406911 47.231897, 11.407029 47.232039))"
,508.09483459817943,89424.69088927959,"POLYGON ((11.407085 47.231743, 11.406981 47.231617, 11.406812 47.231681, 11.406916 47.231807, 11.407085 47.231743))"
,91.37893569389445,16082.692682125424,"POLYGON ((11.407537 47.23197, 11.40764 47.231942, 11.407615 47.231899, 11.407512 47.231927, 11.407537 47.23197))"
,156.38616841700883,27523.965641393555,"POLYGON ((11.40665 47.231729, 11.406789 47.231678, 11.406752 47.23163, 11.406741 47.231634, 11.406631 47.231675, 11.406612 47.231682, 11.40665 47.231729))"
,412.29895319623745,72564.6157625378,"POLYGON ((11.40705 47.232064, 11.40688 47.232143, 11.406815 47.232187, 11.406776 47.232201, 11.406812 47.232245, 11.407106 47.232135, 11.40705 47.232064))"
,771.8752606863502,135850.04588079764,"POLYGON ((11.407625 47.23164, 11.407775 47.231596, 11.407742 47.231544, 11.407607 47.231584, 11.407583 47.231545, 11.407491 47.231572, 11.407485 47.231563, 11.407436 47.231573, 11.407238 47.231626, 11.407288 47.231706, 11.407337 47.231691, 11.407346 47.231706, 11.407617 47.231627, 11.407625 47.23164))"
,227.54689256234093,40048.25309097201,"POLYGON ((11.407303 47.231311, 11.407244 47.231231, 11.407225 47.231239, 11.407136 47.231272, 11.407128 47.231282, 11.407128 47.231294, 11.407173 47.231355, 11.407303 47.231311))"
,60.10079590412088,10577.740079125277,"POLYGON ((11.407471 47.231882, 11.407487 47.231907, 11.407593 47.231878, 11.407575 47.231851, 11.407471 47.231882))"
,125.89136695924918,22156.880584827857,"POLYGON ((11.407276 47.231423, 11.407312 47.23141, 11.407269 47.231352, 11.407146 47.231395, 11.407174 47.231433, 11.407262 47.231403, 11.407276 47.231423))"
,549.0931827195649,96640.40015864343,"POLYGON ((11.40535 47.231956, 11.405313 47.231925, 11.405274 47.231897, 11.40523 47.231872, 11.405047 47.23199, 11.405145 47.23206, 11.405166 47.232075, 11.405255 47.232018, 11.40535 47.231956))"
,139.14655906094316,24489.794394725996,"POLYGON ((11.405166 47.232075, 11.405161 47.232094, 11.405168 47.232098, 11.4052 47.232121, 11.405302 47.232065, 11.405312 47.232059, 11.405255 47.232018, 11.405166 47.232075))"
,498.80175537696744,87789.10894634627,"POLYGON ((11.407969 47.230656, 11.407901 47.23059, 11.407837 47.23062, 11.40781 47.230594, 11.407725 47.230634, 11.407753 47.230661, 11.407738 47.230668, 11.40781 47.230736, 11.407848 47.230769, 11.407992 47.230701, 11.407953 47.230664, 11.407969 47.230656))"
,41.233266443005796,7257.054893969022,"POLYGON ((11.408178 47.230613, 11.408206 47.230636, 11.408264 47.230604, 11.408241 47.230586, 11.408235 47.230581, 11.408178 47.230613))"
,781.2044442998105,137491.98219676665,"POLYGON ((11.404485 47.231184, 11.404519 47.231265, 11.404661 47.231237, 11.404692 47.23131, 11.404823 47.231284, 11.404792 47.231211, 11.404881 47.231175, 11.40489 47.231105, 11.404485 47.231184))"
,1697.5729856158014,298772.84546838107,"POLYGON ((11.406215 47.231011, 11.406034 47.231035, 11.406031 47.231024, 11.405927 47.231038, 11.405882 47.231044, 11.405877 47.231026, 11.405701 47.23105, 11.405707 47.231072, 11.405755 47.231238, 11.405762 47.231262, 11.405925 47.231241, 11.405918 47.231215, 11.406086 47.231188, 11.406259 47.231161, 11.406215 47.231011))"
,108.64152313402522,19120.90807158844,"POLYGON ((11.405476 47.232052, 11.405424 47.232077, 11.405505 47.232153, 11.405556 47.232127, 11.405476 47.232052))"
,50.54249521524956,8895.479157883923,"POLYGON ((11.407119 47.230427, 11.407145 47.230452, 11.407218 47.230416, 11.407192 47.230391, 11.407119 47.230427))"
,421.825131254547,74241.22310080029,"POLYGON ((11.40805 47.230455, 11.407907 47.230533, 11.407924 47.230548, 11.408019 47.230628, 11.408023 47.230631, 11.408166 47.230554, 11.408152 47.230542, 11.40805 47.230455))"
,279.41581199721077,49177.1829115091,"POLYGON ((11.408659 47.230812, 11.40868 47.230824, 11.408773 47.230753, 11.408654 47.23068, 11.40856 47.230752, 11.408582 47.230765, 11.408659 47.230812))"
,622.4896631417081,109558.18071294062,"POLYGON ((11.407628 47.230882, 11.407516 47.230918, 11.40754 47.230953, 11.407412 47.230994, 11.407482 47.231094, 11.407722 47.231017, 11.407628 47.230882))"
,79.29775581618648,13956.40502364882,"POLYGON ((11.408509 47.230921, 11.40846 47.230872, 11.408399 47.230899, 11.408448 47.230949, 11.408509 47.230921))"
,259.89788540196,45742.02783074497,"POLYGON ((11.408318 47.230649, 11.408452 47.230574, 11.408374 47.230511, 11.408241 47.230586, 11.408264 47.230604, 11.408318 47.230649))"
,88.35212604653708,15549.974184190527,"POLYGON ((11.407316 47.230869, 11.407362 47.230915, 11.407434 47.230883, 11.407388 47.230836, 11.407316 47.230869))"
,237.046253140058,41720.14055265021,"POLYGON ((11.405707 47.231072, 11.405632 47.231082, 11.40568 47.231248, 11.405755 47.231238, 11.405707 47.231072))"
,58.15178575482994,10234.71429285007,"POLYGON ((11.407563 47.230461, 11.407521 47.230481, 11.407577 47.230534, 11.407615 47.230516, 11.407591 47.230491, 11.407563 47.230461))"
,54.91165994051494,9664.45214953063,"POLYGON ((11.404877 47.231522, 11.404877 47.231579, 11.40493 47.231579, 11.404931 47.231522, 11.404903 47.231523, 11.404877 47.231522))"
,922.6454409507323,162385.5976073289,"POLYGON ((11.407126 47.230727, 11.406957 47.230551, 11.406755 47.230641, 11.406925 47.230816, 11.407126 47.230727))"
,358.5884907147868,63111.57436580249,"POLYGON ((11.406215 47.231011, 11.406195 47.23094, 11.40591 47.230978, 11.405927 47.231038, 11.406031 47.231024, 11.406034 47.231035, 11.406215 47.231011))"
,950.7088339379284,167324.75477307543,"POLYGON ((11.406246 47.231235, 11.406379 47.231415, 11.406413 47.231404, 11.406434 47.231433, 11.406602 47.231376, 11.406452 47.23117, 11.40633 47.231208, 11.406312 47.231194, 11.406253 47.23123, 11.406246 47.231235))"
,433.7196761886912,76334.66300920966,"POLYGON ((11.408437 47.230816, 11.408418 47.230831, 11.408484 47.230871, 11.408497 47.230861, 11.408551 47.230894, 11.408659 47.230812, 11.408582 47.230765, 11.408571 47.230773, 11.408542 47.230756, 11.408511 47.230716, 11.408395 47.230782, 11.408437 47.230816))"
,1261.8576889903254,222086.95326229732,"POLYGON ((11.407204 47.230463, 11.407324 47.230577, 11.407363 47.230558, 11.407594 47.230777, 11.407718 47.230717, 11.407367 47.230384, 11.407319 47.230408, 11.407204 47.230463))"
,37.9756780533522,6683.719337389988,"POLYGON ((11.405145 47.23206, 11.405101 47.232088, 11.40514 47.232116, 11.405168 47.232098, 11.405161 47.232094, 11.405166 47.232075, 11.405145 47.23206))"
,115.00922385554196,20241.623398575386,"POLYGON ((11.407367 47.230384, 11.407336 47.230354, 11.407337 47.230344, 11.407292 47.230301, 11.407236 47.230329, 11.407319 47.230408, 11.407367 47.230384))"
,108.86278750480706,19159.850600846043,"POLYGON ((11.405037 47.231524, 11.40496 47.231526, 11.404962 47.231554, 11.404966 47.231603, 11.405043 47.231601, 11.405037 47.231524))"
Spar,1992.4095898937203,350664.0878212948,"POLYGON ((11.407196 47.230857, 11.407157 47.230804, 11.406739 47.230929, 11.406886 47.231189, 11.406918 47.23118, 11.407228 47.231097, 11.407102 47.230882, 11.407196 47.230857))"
,499.4234042661454,87898.5191508416,"POLYGON ((11.407865 47.230553, 11.407731 47.230424, 11.407591 47.230491, 11.407615 47.230516, 11.407724 47.230621, 11.407865 47.230553))"
,1161.4389019529178,204413.24674371356,"POLYGON ((11.407929 47.230352, 11.40805 47.230455, 11.408152 47.230542, 11.408202 47.23054, 11.408321 47.230475, 11.408331 47.23045, 11.408098 47.230252, 11.408054 47.230249, 11.407931 47.230316, 11.407929 47.230352))"
,977.2735292033865,172000.141139796,"POLYGON ((11.408206 47.230992, 11.408245 47.230973, 11.40826 47.230987, 11.408372 47.230931, 11.408318 47.230889, 11.408149 47.230735, 11.408103 47.230688, 11.407989 47.230745, 11.408006 47.23076, 11.407972 47.230778, 11.408206 47.230992))"
,572.128880033374,100694.68288587383,"POLYGON ((11.406253 47.23123, 11.406312 47.231194, 11.40633 47.231208, 11.406452 47.23117, 11.406479 47.23118, 11.406497 47.231183, 11.406519 47.23118, 11.406539 47.231168, 11.40655 47.23115, 11.406552 47.231133, 11.406534 47.231116, 11.406435 47.231133, 11.406335 47.231148, 11.406259 47.231161, 11.406086 47.231188, 11.405918 47.231215, 11.405925 47.231241, 11.405762 47.231262, 11.405766 47.231276, 11.406043 47.231239, 11.40606 47.231219, 11.406089 47.231232, 11.406168 47.23122, 11.406184 47.231195, 11.406228 47.231209, 11.406253 47.23123))"
,83.53198772737673,14701.629840018308,"POLYGON ((11.407924 47.230548, 11.407889 47.230567, 11.407984 47.230647, 11.408019 47.230628, 11.407924 47.230548))"
,1034.2749751162048,182032.39562045207,"POLYGON ((11.404849 47.231505, 11.404828 47.231502, 11.404828 47.231441, 11.404746 47.231441, 11.404746 47.231456, 11.404583 47.231454, 11.404566 47.231454, 11.404541 47.231453, 11.404477 47.231451, 11.404477 47.231482, 11.404434 47.231482, 11.404438 47.231495, 11.404438 47.231554, 11.404434 47.231567, 11.404478 47.231567, 11.404478 47.231596, 11.40485 47.231596, 11.404849 47.231535, 11.40487 47.231522, 11.404849 47.231505))"
,779.1149248066328,137124.22676596738,"POLYGON ((11.406215 47.231011, 11.406259 47.231161, 11.406335 47.231148, 11.406435 47.231133, 11.406534 47.231116, 11.406508 47.231019, 11.406495 47.230971, 11.406215 47.231011))"
,388.79056472372946,68427.13939137639,"POLYGON ((11.407429 47.230769, 11.407341 47.230673, 11.407298 47.230688, 11.407279 47.230693, 11.407268 47.230681, 11.407224 47.2307, 11.407232 47.230715, 11.407191 47.230738, 11.407278 47.230833, 11.407429 47.230769))"
,783.4822208008989,137892.8708609582,"POLYGON ((11.405363 47.251129, 11.405287 47.251067, 11.405132 47.251155, 11.405217 47.251224, 11.405228 47.251217, 11.405345 47.251312, 11.405499 47.251224, 11.405374 47.251123, 11.405363 47.251129))"
,743.3022299817216,130821.192476783,"POLYGON ((11.405734 47.251299, 11.405633 47.251286, 11.405594 47.25142, 11.405707 47.251435, 11.40571 47.251425, 11.405888 47.25145, 11.405928 47.251316, 11.405737 47.25129, 11.405734 47.251299))"
,783.7836112708294,137945.91558366598,"POLYGON ((11.405794 47.25096, 11.405688 47.250923, 11.405596 47.251045, 11.405714 47.251086, 11.40572 47.251077, 11.405882 47.251133, 11.405973 47.251012, 11.4058 47.250951, 11.405794 47.25096))"
,89.57887817522976,15765.882558840442,"POLYGON ((11.367026 47.298392, 11.367047 47.298379, 11.367029 47.298367, 11.367067 47.298342, 11.36701 47.298303, 11.366952 47.298341, 11.367026 47.298392))"
Bodenstein Alm,199.22167451596948,35063.01471481063,"POLYGON ((11.38771 47.303326, 11.387686 47.303245, 11.387815 47.303227, 11.387839 47.303308, 11.38771 47.303326))"
,1154.9709103364034,203274.88021920703,"POLYGON ((11.354534 47.265381, 11.355108 47.265342, 11.355092 47.265232, 11.354518 47.265272, 11.354534 47.265381))"
,106.3174481139275,18711.870868051243,"POLYGON ((11.351301 47.271991, 11.351328 47.271972, 11.351269 47.271933, 11.351293 47.271916, 11.35124 47.271883, 11.35119 47.271919, 11.351301 47.271991))"
,60.798008581421975,10700.449510330269,"POLYGON ((11.3518 47.271894, 11.351871 47.27188, 11.351852 47.271837, 11.351781 47.271851, 11.3518 47.271894))"
,683.4306792382339,120283.79954592919,"POLYGON ((11.409088 47.230558, 11.409136 47.230512, 11.409069 47.230463, 11.409126 47.230431, 11.409097 47.230414, 11.409059 47.230383, 11.409035 47.230396, 11.40895 47.230326, 11.408936 47.23034, 11.408922 47.23035, 11.408897 47.230354, 11.408873 47.230366, 11.408906 47.230396, 11.408845 47.230431, 11.408829 47.230483, 11.408777 47.23052, 11.408809 47.230543, 11.408834 47.230527, 11.408908 47.230467, 11.409088 47.230558))"
,648.9575901900218,114216.53587344385,"POLYGON ((11.409729 47.230618, 11.409792 47.230481, 11.409629 47.230449, 11.409541 47.230657, 11.409704 47.230682, 11.409729 47.230618))"
,436.3591315804587,76799.20715816073,"POLYGON ((11.408118 47.230182, 11.408377 47.230059, 11.408341 47.230034, 11.408238 47.2301, 11.408131 47.230024, 11.408008 47.230103, 11.408118 47.230182))"
,1349.6968715488501,237546.64939259767,"POLYGON ((11.408777 47.23069, 11.408834 47.230719, 11.408985 47.230766, 11.409076 47.230671, 11.409006 47.230646, 11.409098 47.230563, 11.409088 47.230558, 11.408908 47.230467, 11.408834 47.230527, 11.408809 47.230543, 11.408777 47.23052, 11.408771 47.230515, 11.408646 47.230592, 11.408777 47.23069))"
,809.452104885466,142463.57045984204,"POLYGON ((11.408282 47.230274, 11.40826 47.230271, 11.408249 47.230312, 11.40827 47.230315, 11.408331 47.230373, 11.408319 47.230379, 11.408387 47.230444, 11.408401 47.230438, 11.408408 47.230445, 11.408591 47.230357, 11.408582 47.230348, 11.408601 47.230338, 11.408534 47.230274, 11.408504 47.230289, 11.408443 47.230235, 11.408413 47.230211, 11.408282 47.230274))"
,409.31051251321566,72038.65020232597,"POLYGON ((11.410252 47.230606, 11.41018 47.230559, 11.410168 47.230565, 11.410145 47.230553, 11.410084 47.230646, 11.410122 47.230657, 11.41005 47.23077, 11.410144 47.230774, 11.41024 47.230625, 11.410252 47.230606))"
,281.97454594552164,49627.52008641181,"POLYGON ((11.409735 47.23037, 11.409825 47.230432, 11.409951 47.230347, 11.409942 47.230341, 11.409861 47.230285, 11.409743 47.230365, 11.409735 47.23037))"
,358.4804195413441,63092.55383927656,"POLYGON ((11.409942 47.230341, 11.40999 47.230309, 11.409915 47.230258, 11.409953 47.230233, 11.409895 47.230193, 11.409692 47.23033, 11.409743 47.230365, 11.409861 47.230285, 11.409942 47.230341))"
,224.65566849578528,39539.39765525822,"POLYGON ((11.408404 47.230196, 11.40851 47.230162, 11.408421 47.230074, 11.408316 47.230108, 11.408404 47.230196))"
,54.614419595141,9612.137848744816,"POLYGON ((11.410219 47.230539, 11.410179 47.230498, 11.410128 47.23052, 11.410169 47.230561, 11.410219 47.230539))"
,919.6058477255782,161850.6291997018,"POLYGON ((11.408525 47.230555, 11.408843 47.230406, 11.408728 47.2303, 11.408597 47.230362, 11.408413 47.230449, 11.408525 47.230555))"
,906.3867785750743,159524.07302921312,"POLYGON ((11.409521 47.230627, 11.409502 47.230616, 11.409557 47.230571, 11.40948 47.230527, 11.409492 47.230517, 11.409432 47.230483, 11.409417 47.230495, 11.409356 47.230461, 11.409192 47.230596, 11.409409 47.230719, 11.409521 47.230627))"
,650.9864974166783,114573.6235453354,"POLYGON ((11.409766 47.230181, 11.409657 47.230112, 11.409593 47.230158, 11.409564 47.230141, 11.409476 47.230203, 11.409502 47.230221, 11.409437 47.230268, 11.409546 47.230339, 11.409692 47.230234, 11.409766 47.230181))"
,271.31465869944554,47751.37993110242,"POLYGON ((11.408933 47.230246, 11.408914 47.230232, 11.408895 47.230223, 11.408876 47.230219, 11.408858 47.230222, 11.408835 47.230228, 11.408817 47.23024, 11.408802 47.230257, 11.408794 47.230278, 11.408796 47.230297, 11.408809 47.230317, 11.408826 47.230333, 11.408853 47.230348, 11.408875 47.230353, 11.408897 47.230354, 11.408922 47.23035, 11.408936 47.23034, 11.40895 47.230326, 11.408905 47.230289, 11.408939 47.230266, 11.408933 47.230246))"
,2189.9424743169225,385429.8754797784,"POLYGON ((11.408516 47.22997, 11.408241 47.229773, 11.408012 47.229892, 11.407884 47.229975, 11.407868 47.229994, 11.407864 47.230016, 11.407869 47.230037, 11.407884 47.230056, 11.407976 47.230123, 11.408008 47.230103, 11.408131 47.230024, 11.408238 47.2301, 11.408341 47.230034, 11.408377 47.230059, 11.408516 47.22997))"
,655.047362064839,115288.33572341167,"POLYGON ((11.410628 47.23074, 11.410631 47.230722, 11.41068 47.230616, 11.41042 47.230554, 11.410357 47.230676, 11.410628 47.23074))"
