name,roof_area_m2,potential_kwh_yr,geometry_wkt
,634.0148654702126,111586.61632275743,"POLYGON ((11.399982 47.257577, 11.400068 47.257583, 11.400082 47.257507, 11.400111 47.257509, 11.40012 47.257451, 11.400164 47.25728, 11.400044 47.257266, 11.400003 47.25744, 11.399982 47.257577))"
,350.4069198526102,61671.617894059396,"POLYGON ((11.399883 47.257252, 11.399767 47.257235, 11.399764 47.257245, 11.399628 47.257225, 11.399612 47.257278, 11.399607 47.257294, 11.399858 47.25733, 11.399883 47.257252))"
,3384.7858583323564,595722.3110664948,"POLYGON ((11.400328 47.258131, 11.400609 47.257474, 11.400407 47.257434, 11.400222 47.257866, 11.400164 47.257855, 11.400099 47.258007, 11.40004 47.258005, 11.400043 47.257957, 11.39995 47.257954, 11.399943 47.258049, 11.399925 47.258048, 11.399922 47.258089, 11.39992 47.258118, 11.400328 47.258131))"
,391.7451946581281,68947.15425983057,"POLYGON ((11.39988 47.257839, 11.399987 47.257847, 11.400018 47.257649, 11.39991 47.257642, 11.39988 47.257839))"
,795.9616708803114,140089.25407493484,"POLYGON ((11.399503 47.257576, 11.399738 47.257587, 11.399744 47.257532, 11.399731 47.257531, 11.399744 47.257404, 11.399675 47.257401, 11.399676 47.257386, 11.399542 47.25738, 11.399541 47.257392, 11.399521 47.257391, 11.399503 47.257576))"
MCI III,2091.389932123327,368084.6280537056,"POLYGON ((11.397776 47.279354, 11.397482 47.279315, 11.39744 47.279462, 11.397806 47.27951, 11.397746 47.279719, 11.39771 47.279714, 11.39769 47.279783, 11.397822 47.2798, 11.397837 47.279749, 11.397873 47.279754, 11.39798 47.279381, 11.397776 47.279354))"
,244.43931231505755,43021.318967450134,"POLYGON ((11.413077 47.257383, 11.413134 47.257302, 11.413017 47.257263, 11.41299 47.257302, 11.412949 47.25736, 11.413032 47.257388, 11.413044 47.257372, 11.413077 47.257383))"
,359.15304253772615,63210.935486639806,"POLYGON ((11.413219 47.25771, 11.413189 47.257751, 11.413238 47.257768, 11.413213 47.257801, 11.413164 47.257785, 11.413133 47.257825, 11.413185 47.257843, 11.413282 47.257876, 11.413301 47.25785, 11.413314 47.257854, 11.41333 47.257832, 11.413318 47.257828, 11.413367 47.257761, 11.413219 47.25771))"
,382.3745569848214,67297.92202932858,"POLYGON ((11.412598 47.257545, 11.412672 47.257412, 11.412536 47.257375, 11.41246 47.257508, 11.412598 47.257545))"
,1101.8740191134827,193929.827363973,"POLYGON ((11.412404 47.258626, 11.4123 47.258599, 11.412352 47.258524, 11.412495 47.258568, 11.412524 47.258521, 11.412352 47.258468, 11.412341 47.258485, 11.412288 47.25847, 11.412263 47.258506, 11.412251 47.258504, 11.41227 47.258475, 11.412148 47.258443, 11.412115 47.258494, 11.412227 47.258527, 11.412213 47.258552, 11.412155 47.258536, 11.41208 47.258667, 11.41234 47.258724, 11.412404 47.258626))"
,60.147667449508766,10585.989471113542,"POLYGON ((11.413578 47.257557, 11.413524 47.257542, 11.413492 47.257593, 11.413546 47.257609, 11.413578 47.257557))"
,346.91083003685054,61056.306086485696,"POLYGON ((11.413591 47.257435, 11.413454 47.257395, 11.413379 47.257512, 11.413516 47.257552, 11.413591 47.257435))"
,278.80787673293133,49070.186304995914,"POLYGON ((11.41213 47.258117, 11.412256 47.258152, 11.412268 47.258155, 11.412282 47.258132, 11.412325 47.25806, 11.412188 47.258022, 11.41213 47.258117))"
,439.4457547191246,77342.45283056593,"POLYGON ((11.413185 47.257843, 11.413159 47.257878, 11.413107 47.257861, 11.413076 47.257902, 11.413127 47.25792, 11.413101 47.257955, 11.413049 47.257938, 11.413012 47.257987, 11.41318 47.258016, 11.413208 47.257978, 11.413221 47.257982, 11.413236 47.25796, 11.413224 47.257956, 11.413282 47.257876, 11.413185 47.257843))"
,376.1887481259948,66209.2196701751,"POLYGON ((11.412828 47.257243, 11.412654 47.257218, 11.412642 47.257205, 11.412591 47.257227, 11.412598 47.257235, 11.412579 47.257293, 11.412656 47.257304, 11.412654 47.257313, 11.4128 47.257334, 11.412803 47.257326, 11.412823 47.257261, 11.412828 47.257243))"
,175.0832701172372,30814.65554063375,"POLYGON ((11.413077 47.257383, 11.41317 47.257416, 11.413231 47.257336, 11.413134 47.257302, 11.413077 47.257383))"
,95.60579595845013,16826.620088687225,"POLYGON ((11.412803 47.257326, 11.412812 47.257328, 11.412792 47.257358, 11.412832 47.257368, 11.412886 47.257277, 11.412823 47.257261, 11.412803 47.257326))"
,114.5019884413898,20152.349965684607,"POLYGON ((11.412513 47.257883, 11.412531 47.257844, 11.412469 47.257836, 11.412449 47.257897, 11.412422 47.257893, 11.412413 47.257923, 11.412486 47.257936, 11.412513 47.257883))"
,312.2349991692346,54953.35985378529,"POLYGON ((11.413367 47.257761, 11.413396 47.257722, 11.413409 47.257726, 11.413424 47.257706, 11.413412 47.257701, 11.413452 47.257647, 11.413356 47.257614, 11.413329 47.257647, 11.413278 47.25763, 11.413245 47.257675, 11.413297 47.257693, 11.413272 47.257728, 11.413367 47.257761))"
,385.65216665197545,67874.78133074769,"POLYGON ((11.41246 47.257508, 11.412384 47.257642, 11.412523 47.257678, 11.412598 47.257545, 11.41246 47.257508))"
,174.05436230657892,30633.567765957894,"POLYGON ((11.418085 47.257008, 11.417993 47.25698, 11.417936 47.257067, 11.418028 47.257095, 11.418085 47.257008))"
,509.40355970870274,89655.02650873168,"POLYGON ((11.417289 47.257189, 11.41735 47.257088, 11.417114 47.257024, 11.417052 47.257126, 11.417289 47.257189))"
,254.43657014972945,44780.836346352386,"POLYGON ((11.417485 47.256667, 11.417341 47.256625, 11.417289 47.256707, 11.417433 47.256749, 11.417485 47.256667))"
,577.3834421894223,101619.48582533834,"POLYGON ((11.418311 47.257022, 11.41822 47.25716, 11.418311 47.257189, 11.418299 47.257208, 11.418407 47.25724, 11.418445 47.257183, 11.418402 47.25717, 11.418408 47.257161, 11.418392 47.257156, 11.41842 47.257112, 11.418436 47.257117, 11.418443 47.257106, 11.418477 47.257116, 11.418505 47.257067, 11.418464 47.257056, 11.418459 47.257066, 11.418311 47.257022))"
,263.1074419993531,46306.90979188615,"POLYGON ((11.418281 47.256682, 11.418182 47.256654, 11.418103 47.256776, 11.418203 47.256805, 11.418208 47.256797, 11.418281 47.256682))"
,592.811121031436,104334.75730153275,"POLYGON ((11.418561 47.256844, 11.418392 47.256824, 11.418394 47.256815, 11.418388 47.256798, 11.418299 47.256767, 11.418265 47.256817, 11.418224 47.256876, 11.418231 47.256891, 11.418305 47.256916, 11.418337 47.256906, 11.418348 47.25689, 11.418373 47.256892, 11.418386 47.256869, 11.418376 47.256922, 11.41852 47.256933, 11.41854 47.256935, 11.41855 47.256905, 11.418561 47.256844))"
,33.0379924238378,5814.686666595453,"POLYGON ((11.417624 47.257302, 11.417659 47.257313, 11.417689 47.257269, 11.417655 47.257259, 11.417624 47.257302))"
,162.64290939842692,28625.15205412314,"POLYGON ((11.417558 47.256933, 11.417492 47.256914, 11.417419 47.25703, 11.417485 47.257048, 11.417558 47.256933))"
,406.923571285252,71618.54854620436,"POLYGON ((11.417683 47.25709, 11.417546 47.257046, 11.417421 47.257223, 11.417519 47.257254, 11.417551 47.257209, 11.417567 47.257214, 11.417573 47.257206, 11.417545 47.257197, 11.417603 47.257115, 11.417654 47.257131, 11.417683 47.25709))"
,32.68393821291262,5752.373125472623,"POLYGON ((11.41809 47.257379, 11.418048 47.257368, 11.418025 47.257404, 11.418069 47.257415, 11.41809 47.257379))"
,293.9632174118247,51737.52626448115,"POLYGON ((11.418069 47.257415, 11.418065 47.257422, 11.41821 47.257463, 11.418268 47.25737, 11.418124 47.257327, 11.41809 47.257379, 11.418069 47.257415))"
,489.4594947553102,86144.8710769346,"POLYGON ((11.417468 47.256906, 11.417217 47.256829, 11.417158 47.256918, 11.417409 47.256995, 11.417468 47.256906))"
,598.7724122016996,105383.94454749914,"POLYGON ((11.417752 47.2573, 11.417854 47.257145, 11.418021 47.257195, 11.417922 47.257346, 11.417899 47.257339, 11.417883 47.257363, 11.417802 47.257338, 11.417815 47.257319, 11.417752 47.2573))"
,151.0070266399348,26577.236688628527,"POLYGON ((11.418085 47.257008, 11.418028 47.257095, 11.418107 47.257119, 11.418164 47.257032, 11.418085 47.257008))"
,90.92258290550033,16002.374591368061,"POLYGON ((11.418055 47.257356, 11.418006 47.257342, 11.417972 47.2574, 11.417952 47.257431, 11.417998 47.257445, 11.418025 47.257404, 11.418048 47.257368, 11.418055 47.257356))"
,149.5349540499054,26318.151912783356,"POLYGON ((11.417666 47.257241, 11.417567 47.257214, 11.417551 47.257209, 11.417519 47.257254, 11.417512 47.257268, 11.417624 47.257302, 11.417655 47.257259, 11.417666 47.257241))"
,237.1445544093592,41737.44157604722,"POLYGON ((11.417686 47.256983, 11.41781 47.25702, 11.417866 47.256932, 11.417742 47.256895, 11.417686 47.256983))"
,520.4861070934587,91605.55484844874,"POLYGON ((11.417719 47.257736, 11.41753 47.257683, 11.417488 47.257754, 11.417463 47.257748, 11.417387 47.257866, 11.417459 47.257888, 11.417534 47.257784, 11.417663 47.257821, 11.417719 47.257736))"
,215.5125581301103,37930.210230899414,"POLYGON ((11.417182 47.257947, 11.417162 47.257942, 11.417152 47.25794, 11.417156 47.257933, 11.417083 47.257914, 11.417077 47.257924, 11.417051 47.257917, 11.41701 47.25799, 11.417139 47.258024, 11.417143 47.258018, 11.417182 47.257947))"
Ristorante Garda,798.9916409771504,140622.5288119785,"POLYGON ((11.32593 47.263752, 11.325816 47.263793, 11.325688 47.263897, 11.325853 47.26399, 11.32605 47.263829, 11.32593 47.263752))"
,600.6631122993659,105716.70776468841,"POLYGON ((11.416196 47.258402, 11.416258 47.258307, 11.415972 47.258216, 11.415927 47.258278, 11.415906 47.258308, 11.416196 47.258402))"
,120.59420737745448,21224.580498431995,"POLYGON ((11.416594 47.258121, 11.416555 47.258194, 11.416645 47.258217, 11.416667 47.258176, 11.416644 47.25817, 11.416661 47.258138, 11.416594 47.258121))"
,274.0746801018181,48237.14369791999,"POLYGON ((11.416238 47.258091, 11.416172 47.25807, 11.416105 47.258048, 11.416044 47.258143, 11.416102 47.258161, 11.416176 47.258183, 11.416238 47.258091))"
,529.0045990515017,93104.8094330643,"POLYGON ((11.417989 47.25845, 11.417893 47.258422, 11.417875 47.25845, 11.417837 47.258439, 11.417737 47.258597, 11.417781 47.25861, 11.417761 47.258641, 11.417851 47.258667, 11.41788 47.258622, 11.417863 47.258617, 11.417943 47.25849, 11.41796 47.258495, 11.417989 47.25845))"
,307.07018829927864,54044.35314067305,"POLYGON ((11.416374 47.258104, 11.416323 47.258088, 11.416255 47.258067, 11.416238 47.258091, 11.416176 47.258183, 11.416295 47.25822, 11.416374 47.258104))"
,1449.6143376447237,255132.12342547142,"POLYGON ((11.4162 47.258483, 11.416186 47.258466, 11.416105 47.258446, 11.415819 47.258348, 11.415659 47.258568, 11.41566 47.258579, 11.415662 47.258597, 11.415804 47.258636, 11.415824 47.258604, 11.415789 47.258594, 11.415832 47.258524, 11.416112 47.2586, 11.4162 47.258483))"
,150.82067569076972,26544.438921575478,"POLYGON ((11.416594 47.258121, 11.416602 47.258108, 11.416528 47.258089, 11.416506 47.258129, 11.416488 47.258124, 11.416462 47.258171, 11.416555 47.258194, 11.416594 47.258121))"
Weinhandel Meraner,5415.578939098132,953141.8932812712,"POLYGON ((11.399724 47.276575, 11.399759 47.276563, 11.399817 47.276622, 11.400269 47.276418, 11.399839 47.275984, 11.399368 47.276216, 11.399724 47.276575))"
Generali Landesdirektion Tirol,1492.4054398676492,262663.35741670633,"POLYGON ((11.400286 47.276898, 11.400343 47.276855, 11.400378 47.276839, 11.4004 47.276811, 11.400457 47.276767, 11.400127 47.276562, 11.400068 47.276606, 11.40003 47.276622, 11.400009 47.276651, 11.39995 47.276695, 11.40002 47.276737, 11.400013 47.276742, 11.400208 47.27686, 11.400214 47.276855, 11.400286 47.276898))"
,719.3858764685262,126611.91425846063,"POLYGON ((11.360605 47.263401, 11.360519 47.263218, 11.360324 47.26326, 11.360411 47.263444, 11.360605 47.263401))"
Tiroler Fußballakademie,1810.8679568571408,318712.76040685683,"POLYGON ((11.348729 47.256152, 11.349289 47.255989, 11.349194 47.25584, 11.348635 47.256002, 11.348729 47.256152))"
,1316.4343640678753,231692.44807594607,"POLYGON ((11.361206 47.263241, 11.360668 47.263267, 11.360681 47.2634, 11.361219 47.263375, 11.361206 47.263241))"
,450.3731364808317,79265.67202062639,"POLYGON ((11.416204 47.259488, 11.416148 47.259583, 11.416132 47.259579, 11.416104 47.259626, 11.416272 47.259672, 11.4163 47.259625, 11.416288 47.259622, 11.416312 47.259579, 11.416344 47.259526, 11.416204 47.259488))"
,257.6724964719602,45350.35937906499,"POLYGON ((11.415481 47.259116, 11.415724 47.259192, 11.415692 47.259243, 11.415579 47.259205, 11.41545 47.259162, 11.415481 47.259116))"
,477.9945321425405,84127.03765708714,"POLYGON ((11.416034 47.258859, 11.416005 47.25891, 11.416031 47.258917, 11.415975 47.259014, 11.416114 47.259051, 11.41615 47.25899, 11.416171 47.258954, 11.416187 47.258958, 11.416216 47.258908, 11.416034 47.258859))"
,442.15701536722145,77819.63470463098,"POLYGON ((11.416272 47.259672, 11.416564 47.25975, 11.416591 47.259704, 11.416554 47.259694, 11.416567 47.259672, 11.416516 47.259658, 11.416529 47.259635, 11.416471 47.259619, 11.41641 47.259603, 11.416396 47.259626, 11.41636 47.259616, 11.416347 47.259638, 11.4163 47.259625, 11.416272 47.259672))"
,416.6016483670412,73321.89011259927,"POLYGON ((11.416421 47.259134, 11.416366 47.259229, 11.416337 47.259221, 11.41631 47.259268, 11.416478 47.259312, 11.416505 47.259267, 11.416492 47.259263, 11.416511 47.259229, 11.416547 47.259167, 11.416421 47.259134))"
,453.6901572806822,79849.46768140007,"POLYGON ((11.417193 47.259593, 11.417167 47.259636, 11.41719 47.259642, 11.417166 47.259684, 11.417135 47.259741, 11.417273 47.259778, 11.417332 47.25968, 11.417348 47.259684, 11.417374 47.259643, 11.417193 47.259593))"
,455.8683557876126,80232.83061861983,"POLYGON ((11.416726 47.259466, 11.416701 47.259509, 11.416725 47.259515, 11.416668 47.259614, 11.416807 47.259652, 11.416836 47.259603, 11.416865 47.259553, 11.416882 47.259558, 11.416908 47.259515, 11.416726 47.259466))"
,454.4923325037387,79990.65052065802,"POLYGON ((11.415975 47.259014, 11.415919 47.25911, 11.415894 47.259104, 11.415868 47.25915, 11.416044 47.259197, 11.416071 47.259151, 11.416059 47.259148, 11.416091 47.259091, 11.416114 47.259051, 11.415975 47.259014))"
,471.8483918177883,83045.31695993076,"POLYGON ((11.41694 47.259103, 11.416912 47.259151, 11.416938 47.259158, 11.416881 47.259257, 11.417019 47.259293, 11.41705 47.259241, 11.417076 47.259195, 11.417093 47.259199, 11.417121 47.259151, 11.41694 47.259103))"
,456.06383421436,80267.23482172737,"POLYGON ((11.415835 47.259224, 11.415808 47.259269, 11.415834 47.259276, 11.415777 47.259372, 11.415916 47.25941, 11.415948 47.259356, 11.415973 47.259313, 11.415991 47.259318, 11.416016 47.259273, 11.415835 47.259224))"
,207.76620632645327,36566.852313455776,"POLYGON ((11.415449 47.258906, 11.415487 47.258847, 11.415648 47.258895, 11.415612 47.258956, 11.415583 47.258946, 11.415449 47.258906))"
,413.2160299880536,72726.02127789744,"POLYGON ((11.415517 47.259047, 11.415528 47.25905, 11.415481 47.259116, 11.41545 47.259162, 11.415284 47.259114, 11.415361 47.258998, 11.41538 47.259005, 11.415517 47.259047))"
,428.22044836074156,75366.79891149052,"POLYGON ((11.41695 47.259438, 11.416966 47.259442, 11.417081 47.259473, 11.417215 47.259509, 11.417231 47.259513, 11.417259 47.259466, 11.417244 47.259462, 11.417229 47.259458, 11.417239 47.259438, 11.417193 47.259426, 11.417206 47.2594, 11.417087 47.259369, 11.417073 47.259395, 11.417028 47.259383, 11.417018 47.259402, 11.416994 47.259395, 11.416977 47.259391, 11.41695 47.259438))"
,388.2795375838327,68337.19861475457,"POLYGON ((11.415845 47.259556, 11.416104 47.259626, 11.416132 47.259579, 11.416096 47.259569, 11.416109 47.259548, 11.416061 47.259535, 11.416073 47.259515, 11.416019 47.2595, 11.415967 47.259486, 11.415955 47.259506, 11.415924 47.259498, 11.415911 47.25952, 11.415872 47.25951, 11.415845 47.259556))"
,299.5647634713129,52723.39837095108,"POLYGON ((11.41538 47.259005, 11.415449 47.258906, 11.415583 47.258946, 11.415517 47.259047, 11.41538 47.259005))"
,457.32963633191093,80490.01599441633,"POLYGON ((11.416263 47.25934, 11.416237 47.259385, 11.41626 47.259391, 11.416204 47.259488, 11.416344 47.259526, 11.416375 47.259472, 11.416401 47.259429, 11.416417 47.259433, 11.416443 47.259389, 11.416263 47.25934))"
,432.4608420559489,76113.108201847,"POLYGON ((11.416488 47.258981, 11.416457 47.259034, 11.416476 47.259039, 11.416421 47.259134, 11.416547 47.259167, 11.41659 47.259093, 11.416603 47.25907, 11.416623 47.259076, 11.416652 47.259025, 11.416488 47.258981))"
,470.3212195533474,82776.53464138915,"POLYGON ((11.417394 47.259225, 11.417367 47.259272, 11.417391 47.259278, 11.417372 47.259312, 11.417335 47.259377, 11.417474 47.259414, 11.417531 47.259316, 11.41755 47.259321, 11.417577 47.259274, 11.417394 47.259225))"
,409.25875975278336,72029.54171648988,"POLYGON ((11.416044 47.259197, 11.416061 47.259201, 11.41617 47.25923, 11.41631 47.259268, 11.416337 47.259221, 11.416304 47.259213, 11.416316 47.259191, 11.416291 47.259184, 11.416304 47.25916, 11.416177 47.259127, 11.416164 47.25915, 11.416123 47.25914, 11.41611 47.259161, 11.416086 47.259155, 11.416071 47.259151, 11.416044 47.259197))"
,451.4531411956047,79455.75285042643,"POLYGON ((11.416668 47.259614, 11.416612 47.259709, 11.416591 47.259704, 11.416564 47.25975, 11.416737 47.259797, 11.416764 47.25975, 11.416752 47.259747, 11.416769 47.259717, 11.416807 47.259652, 11.416668 47.259614))"
,456.3916862431039,80324.9367787863,"POLYGON ((11.416478 47.259312, 11.416511 47.259321, 11.416624 47.259351, 11.416778 47.259392, 11.416804 47.259346, 11.416774 47.259338, 11.416786 47.259317, 11.416724 47.2593, 11.416741 47.259273, 11.416626 47.259242, 11.416609 47.25927, 11.416564 47.259258, 11.416552 47.259279, 11.416535 47.259275, 11.416505 47.259267, 11.416478 47.259312))"
,435.05279595357365,76569.29208782897,"POLYGON ((11.416737 47.259797, 11.41703 47.259876, 11.417057 47.259829, 11.417018 47.259819, 11.417029 47.259799, 11.416984 47.259787, 11.416995 47.259769, 11.416999 47.259762, 11.416937 47.259746, 11.416878 47.25973, 11.416864 47.259754, 11.416828 47.259745, 11.416816 47.259764, 11.416764 47.25975, 11.416737 47.259797))"
,445.35222395264464,78381.99141566547,"POLYGON ((11.416881 47.259257, 11.416826 47.259352, 11.416804 47.259346, 11.416778 47.259392, 11.41695 47.259438, 11.416977 47.259391, 11.416965 47.259388, 11.416981 47.25936, 11.417019 47.259293, 11.416881 47.259257))"
,445.49591020744236,78407.28019650986,"POLYGON ((11.417135 47.259741, 11.417096 47.259807, 11.41708 47.259835, 11.417057 47.259829, 11.41703 47.259876, 11.417203 47.259923, 11.41723 47.259876, 11.417217 47.259873, 11.417273 47.259778, 11.417135 47.259741))"
,754.4896675728186,132790.18149281607,"POLYGON ((11.415942 47.258815, 11.415857 47.258787, 11.415755 47.25893, 11.41572 47.258919, 11.415662 47.259002, 11.415635 47.258995, 11.415577 47.259076, 11.415722 47.259121, 11.415942 47.258815))"
,461.85430753657397,81286.35812643703,"POLYGON ((11.415487 47.258847, 11.415505 47.258816, 11.415551 47.258738, 11.41575 47.258794, 11.41568 47.258904, 11.415648 47.258895, 11.415487 47.258847))"
,457.43055167907846,80507.77709551781,"POLYGON ((11.415777 47.259372, 11.415721 47.25947, 11.415696 47.259463, 11.415669 47.259509, 11.415845 47.259556, 11.415872 47.25951, 11.41586 47.259506, 11.415885 47.259463, 11.415916 47.25941, 11.415777 47.259372))"
,450.856165803652,79350.68518144276,"POLYGON ((11.417335 47.259377, 11.417299 47.259439, 11.41728 47.259472, 11.417259 47.259466, 11.417231 47.259513, 11.417405 47.259559, 11.417432 47.259513, 11.417419 47.259509, 11.417474 47.259414, 11.417335 47.259377))"
,485.8070013634528,85502.03223996771,"POLYGON ((11.419932 47.260131, 11.420041 47.260001, 11.420196 47.260062, 11.420141 47.260126, 11.420086 47.260191, 11.419932 47.260131))"
,488.3213882397371,85944.56433019374,"POLYGON ((11.420086 47.260191, 11.42003 47.260257, 11.419977 47.260319, 11.419968 47.260316, 11.419919 47.2603, 11.419822 47.26026, 11.419932 47.260131, 11.420086 47.260191))"
,405.09486673572576,71296.69654548774,"POLYGON ((11.419488 47.260053, 11.419545 47.259949, 11.419357 47.259902, 11.419302 47.260007, 11.419488 47.260053))"
,362.3694528080449,63777.0236942159,"POLYGON ((11.419814 47.259981, 11.419859 47.259918, 11.419909 47.25985, 11.419786 47.259809, 11.419693 47.259938, 11.419814 47.259981))"
,479.14324755247287,84329.21156923525,"POLYGON ((11.41892 47.26008, 11.419078 47.260124, 11.419122 47.260051, 11.419164 47.25998, 11.419007 47.259938, 11.41892 47.26008))"
,307.0963045674956,54048.949603879235,"POLYGON ((11.417745 47.259936, 11.417583 47.259894, 11.41753 47.259991, 11.417565 47.26, 11.417667 47.260026, 11.417688 47.259989, 11.417712 47.259995, 11.417745 47.259936))"
,60.93494922986885,10724.551064456919,"POLYGON ((11.419922 47.260369, 11.419968 47.260316, 11.419919 47.2603, 11.419873 47.26035, 11.419922 47.260369))"
,466.88182500398494,82171.20120070135,"POLYGON ((11.418586 47.259984, 11.418749 47.260033, 11.418702 47.260111, 11.418663 47.260175, 11.418517 47.260135, 11.41857 47.260042, 11.418566 47.260023, 11.418586 47.259984))"
,1106.308351722494,194710.26990315897,"POLYGON ((11.418771 47.259595, 11.419061 47.259665, 11.41927 47.259715, 11.419212 47.259826, 11.418962 47.259766, 11.41872 47.259693, 11.418771 47.259595))"
,1575.0366055447053,277206.44257586816,"POLYGON ((11.417665 47.259745, 11.41775 47.259765, 11.417837 47.259759, 11.417951 47.25954, 11.417966 47.259512, 11.418158 47.259558, 11.418209 47.25946, 11.417858 47.259376, 11.417803 47.25948, 11.417796 47.259495, 11.417665 47.259745))"
,264.3238381618606,46520.99551648747,"POLYGON ((11.419654 47.259778, 11.419517 47.259746, 11.41947 47.25984, 11.419607 47.259872, 11.419654 47.259778))"
,409.57496924411413,72085.19458696409,"POLYGON ((11.39998 47.249444, 11.399827 47.249391, 11.399931 47.249252, 11.400035 47.249287, 11.399982 47.249358, 11.400032 47.249374, 11.39998 47.249444))"
,800.7297440605421,140928.43495465544,"POLYGON ((11.42015 47.25954, 11.420151 47.25954, 11.420211 47.259454, 11.420258 47.259468, 11.420263 47.259461, 11.420288 47.259425, 11.420241 47.25941, 11.420305 47.259317, 11.420303 47.259317, 11.420163 47.259273, 11.420149 47.259294, 11.420136 47.25929, 11.419998 47.259492, 11.42015 47.25954))"
,756.4551121895714,133136.0997453646,"POLYGON ((11.419374 47.258806, 11.419339 47.258864, 11.419325 47.258861, 11.419204 47.259059, 11.419073 47.259019, 11.419219 47.258767, 11.419226 47.258768, 11.419374 47.258806))"
,112.28284278309468,19761.780329824665,"POLYGON ((11.420092 47.259028, 11.420014 47.259001, 11.419967 47.259065, 11.420046 47.259091, 11.420092 47.259028))"
,134.20034877455782,23619.26138432218,"POLYGON ((11.418548 47.258765, 11.418585 47.258703, 11.418485 47.258674, 11.418447 47.258737, 11.418548 47.258765))"
,167.15509297549374,29419.296363686906,"POLYGON ((11.41827 47.259025, 11.418228 47.259097, 11.418338 47.259127, 11.41838 47.259056, 11.41827 47.259025))"
,476.9061468867144,83935.48185206174,"POLYGON ((11.420303 47.259317, 11.420409 47.259164, 11.42027 47.259119, 11.420163 47.259273, 11.420303 47.259317))"
,380.9648976474109,67049.82198594433,"POLYGON ((11.418129 47.259032, 11.418014 47.259, 11.417918 47.259155, 11.418032 47.259188, 11.418129 47.259032))"
,155.45532575075902,27360.13733213359,"POLYGON ((11.4183 47.258966, 11.418296 47.258976, 11.418276 47.258971, 11.418254 47.259012, 11.418274 47.259016, 11.41827 47.259025, 11.41838 47.259056, 11.418414 47.258996, 11.4183 47.258966))"
,123.09190395499215,21664.17509607862,"POLYGON ((11.420396 47.259306, 11.420346 47.259372, 11.420426 47.2594, 11.420476 47.259333, 11.420396 47.259306))"
,659.4702382412173,116066.76193045425,"POLYGON ((11.41962 47.258878, 11.419505 47.258846, 11.419331 47.259115, 11.419439 47.259151, 11.41962 47.258878))"
,397.35774417878156,69934.96297546556,"POLYGON ((11.418691 47.25908, 11.418648 47.259155, 11.41886 47.25921, 11.418922 47.259109, 11.418691 47.25908))"
,290.5290652005423,51133.11547529544,"POLYGON ((11.418691 47.25908, 11.418541 47.25904, 11.418487 47.25913, 11.418638 47.259171, 11.418648 47.259155, 11.418691 47.25908))"
,151.5125417548246,26666.20734884913,"POLYGON ((11.419009 47.258711, 11.418974 47.258769, 11.418958 47.258795, 11.419042 47.258819, 11.419094 47.258735, 11.419009 47.258711))"
,487.19623594577837,85746.537526457,"POLYGON ((11.420711 47.259434, 11.420761 47.259373, 11.420816 47.259305, 11.42066 47.259245, 11.420553 47.259375, 11.420711 47.259434))"
,270.7247023033064,47647.54760538193,"POLYGON ((11.418408 47.258805, 11.418345 47.258788, 11.418308 47.258851, 11.41851 47.258907, 11.418548 47.258844, 11.418509 47.258833, 11.418408 47.258805))"
,152.3277490460116,26809.683832098046,"POLYGON ((11.419331 47.259115, 11.4193 47.259105, 11.419277 47.259138, 11.419484 47.259206, 11.419507 47.259173, 11.419439 47.259151, 11.419331 47.259115))"
,145.56250756012435,25619.001330581887,"POLYGON ((11.418447 47.258737, 11.418408 47.258805, 11.418509 47.258833, 11.418548 47.258765, 11.418447 47.258737))"
,898.8384570734008,158195.56844491858,"POLYGON ((11.419904 47.259625, 11.420059 47.259675, 11.420206 47.259722, 11.420218 47.259704, 11.420299 47.259589, 11.42015 47.25954, 11.419998 47.259492, 11.419904 47.259625))"
,710.041407263604,124967.2876783943,"POLYGON ((11.41955 47.259187, 11.419702 47.259233, 11.419845 47.259019, 11.419693 47.258974, 11.41955 47.259187))"
,186.94351192364337,32902.05809856124,"POLYGON ((11.418825 47.258659, 11.418705 47.258624, 11.418668 47.258683, 11.418725 47.258698, 11.418712 47.258722, 11.418778 47.258743, 11.418825 47.258659))"
,490.01936245276346,86243.40779168639,"POLYGON ((11.420446 47.259505, 11.420606 47.259563, 11.42066 47.259496, 11.420711 47.259434, 11.420553 47.259375, 11.420446 47.259505))"
,197.750111951858,34804.01970352701,"POLYGON ((11.418917 47.258686, 11.418825 47.258659, 11.418778 47.258743, 11.418766 47.258762, 11.418856 47.258787, 11.418882 47.258743, 11.418917 47.258686))"
,117.68244253440967,20712.109886056103,"POLYGON ((11.418458 47.258567, 11.418379 47.258544, 11.418336 47.258613, 11.418415 47.258636, 11.418458 47.258567))"
,491.7439129458353,86546.92867846703,"POLYGON ((11.419821 47.259504, 11.419688 47.259478, 11.419668 47.259524, 11.419623 47.259516, 11.419562 47.259628, 11.41962 47.259639, 11.419639 47.259592, 11.419772 47.259618, 11.419803 47.259546, 11.41988 47.25957, 11.419912 47.259531, 11.419821 47.259504))"
,112.7598164342258,19845.72769242374,"POLYGON ((11.419009 47.258711, 11.418917 47.258686, 11.418882 47.258743, 11.418974 47.258769, 11.419009 47.258711))"
